Fecha(yyyy-mm-dd),Hora(hh:mm:ss),Temperatura(℃),Humedad(%),Dirección del viento(°),Velocidad del viento(m/s),Presión barométrica(hPa),Precipitación(mm)
2024-09-22,0 days 03:16:26,26.5,90.5,113.2,0.4,1004.3,0.0
2024-09-22,0 days 03:31:26,26.6,90.0,102.1,0.5,1004.3,0.0
2024-09-22,0 days 03:46:26,26.4,90.0,241.6,0.4,1004.2,0.0
2024-09-22,0 days 04:01:26,26.2,91.0,172.3,0.4,1004.3,0.0
2024-09-22,0 days 04:16:26,26.2,91.5,112.5,0.5,1004.3,0.0
2024-09-22,0 days 04:31:26,26.3,91.5,65.1,0.7,1004.3,0.0
2024-09-22,0 days 04:46:26,26.4,91.0,127.0,0.4,1004.4,0.0
2024-09-22,0 days 05:01:26,26.3,91.5,147.6,0.1,1004.3,0.0
2024-09-22,0 days 05:16:26,26.2,91.5,123.5,0.7,1004.3,0.0
2024-09-22,0 days 05:31:26,26.1,91.5,148.7,0.5,1004.3,0.0
2024-09-22,0 days 05:46:26,26.0,91.5,121.2,0.8,1004.5,0.0
2024-09-22,0 days 06:01:28,26.0,91.5,151.5,0.4,1004.7,0.0
2024-09-22,0 days 06:16:26,26.0,92.0,220.6,0.4,1004.7,0.0
2024-09-22,0 days 06:31:26,25.8,92.0,225.5,0.3,1004.8,0.0
2024-09-22,0 days 06:46:26,26.0,92.0,129.6,0.1,1005.1,0.0
2024-09-22,0 days 07:01:26,26.8,91.0,43.7,0.3,1005.2,0.0
2024-09-22,0 days 12:01:26,34.7,57.5,145.1,2.6,1004.5,0.01
2024-09-22,0 days 12:16:26,34.8,58.0,177.8,0.6,1004.3,0.01
2024-09-22,0 days 12:31:26,33.8,56.0,177.2,1.4,1003.8,0.01
2024-09-22,0 days 12:46:26,35.2,53.5,171.7,0.9,1003.8,0.01
2024-09-22,0 days 13:01:26,35.3,53.0,133.2,0.6,1003.7,0.01
2024-09-22,0 days 14:46:26,34.3,54.5,57.8,1.8,1002.3,0.1
2024-09-22,0 days 15:01:26,33.6,56.5,72.5,1.3,1002.2,0.1
2024-09-22,0 days 15:16:26,34.4,57.5,131.2,0.5,1002.4,0.1
2024-09-22,0 days 15:31:26,35.0,56.5,57.2,1.6,1002.5,0.1
2024-09-22,0 days 15:46:26,34.5,58.5,71.8,2.5,1002.2,0.1
2024-09-22,0 days 16:01:26,34.8,56.0,73.6,2.3,1002.2,0.1
2024-09-22,0 days 16:16:26,34.4,58.5,48.7,2.0,1001.9,0.1
2024-09-22,0 days 16:31:26,34.2,59.5,65.3,2.6,1002.1,0.1
2024-09-22,0 days 16:46:26,33.1,62.5,72.4,3.1,1001.8,0.1
2024-09-22,0 days 17:01:26,33.1,62.5,78.9,2.8,1001.9,0.1
2024-09-22,0 days 17:16:26,32.8,62.0,68.6,3.5,1002.0,0.0
2024-09-22,0 days 17:31:26,32.3,64.5,60.2,1.8,1001.9,0.0
2024-09-22,0 days 17:46:26,31.9,66.0,89.5,2.3,1001.9,0.0
2024-09-22,0 days 18:01:26,31.2,69.0,75.7,2.8,1001.8,0.0
2024-09-22,0 days 18:16:26,30.4,70.5,69.3,1.2,1001.8,0.0
2024-09-22,0 days 18:31:26,29.7,73.5,77.0,2.1,1001.9,0.0
2024-09-22,0 days 18:46:26,29.4,75.5,62.2,1.6,1002.2,0.0
2024-09-23,0 days 01:46:26,26.2,89.5,236.8,0.5,1004.7,0.0
2024-09-23,0 days 02:01:26,25.9,90.0,232.5,0.4,1004.7,0.0
2024-09-23,0 days 02:16:26,25.5,91.0,186.2,0.1,1004.5,0.0
2024-09-23,0 days 02:31:26,25.3,91.5,234.3,0.3,1004.4,0.0
2024-09-23,0 days 02:46:26,25.4,91.5,114.3,0.4,1004.6,0.0
2024-09-23,0 days 03:01:26,25.6,91.5,140.5,0.2,1004.5,0.0
2024-09-23,0 days 03:16:26,25.7,91.0,137.7,0.2,1004.4,0.0
2024-09-23,0 days 03:31:26,25.9,90.5,117.6,0.3,1004.3,0.0
2024-09-23,0 days 03:46:26,25.8,90.5,111.0,0.3,1004.3,0.0
2024-09-23,0 days 04:01:26,25.8,90.5,124.7,0.3,1004.3,0.0
2024-09-23,0 days 04:16:26,26.1,90.0,126.1,0.1,1004.5,0.0
2024-09-23,0 days 04:31:26,26.1,90.0,40.2,0.5,1004.6,0.0
2024-09-23,0 days 04:46:26,26.0,90.0,134.8,0.3,1004.7,0.0
2024-09-23,0 days 05:01:26,25.9,90.5,127.2,0.5,1004.8,0.0
2024-09-23,0 days 05:16:26,25.8,91.0,123.4,0.4,1004.9,0.0
2024-09-23,0 days 05:31:26,25.8,91.5,68.2,0.2,1005.2,0.0
2024-09-23,0 days 05:46:26,25.8,91.0,160.4,0.4,1005.3,0.0
2024-09-23,0 days 06:01:26,25.8,91.5,161.3,0.2,1005.4,0.0
2024-09-23,0 days 06:16:26,25.4,91.5,245.2,0.3,1005.6,0.0
2024-09-23,0 days 06:31:26,25.2,92.0,243.0,0.1,1005.7,0.0
2024-09-23,0 days 06:46:26,25.1,92.5,48.9,0.2,1005.6,0.0
2024-09-23,0 days 07:01:26,25.9,91.0,190.0,0.2,1006.0,0.0
2024-09-23,0 days 07:16:26,26.5,89.0,252.2,0.6,1005.7,0.0
2024-09-23,0 days 07:31:26,27.3,86.5,294.2,0.8,1005.8,0.0
2024-09-23,0 days 13:46:26,33.3,60.0,323.0,1.1,1003.8,1.71
2024-09-23,0 days 14:01:26,33.6,56.0,238.6,0.5,1003.3,1.71
2024-09-23,0 days 14:16:26,33.4,58.0,4.7,0.4,1003.2,1.71
2024-09-23,0 days 14:46:26,35.6,53.5,102.2,0.5,1002.9,1.71
2024-09-23,0 days 15:01:26,33.9,55.5,80.4,2.0,1002.4,1.71
2024-09-23,0 days 15:16:26,31.1,70.5,84.2,1.4,1002.4,1.71
2024-09-23,0 days 15:31:26,30.4,73.0,119.8,1.4,1002.4,1.71
2024-09-23,0 days 15:46:26,30.8,72.5,59.2,1.8,1002.5,1.71
2024-09-23,0 days 16:01:26,32.2,67.5,93.3,1.0,1002.5,1.71
2024-09-23,0 days 16:16:26,33.5,64.5,31.9,0.7,1002.6,1.71
2024-09-23,0 days 16:31:26,33.8,62.5,58.1,2.4,1002.5,1.71
2024-09-23,0 days 16:46:26,33.3,64.0,63.0,1.2,1002.6,1.71
2024-09-23,0 days 17:01:26,32.8,65.0,67.7,2.2,1002.5,1.71
2024-09-23,0 days 17:16:26,32.5,65.5,64.0,1.5,1002.6,0.0
2024-09-23,0 days 17:31:26,32.0,66.5,60.7,2.6,1002.7,0.0
2024-09-23,0 days 17:46:26,31.3,68.0,90.1,1.0,1002.9,0.0
2024-09-23,0 days 18:01:26,30.8,69.5,97.1,1.4,1003.0,0.0
2024-09-23,0 days 18:16:26,30.1,70.5,60.4,2.1,1002.9,0.0
2024-09-23,0 days 18:31:28,29.4,72.0,96.7,1.4,1003.1,0.0
2024-09-23,0 days 18:46:26,28.9,73.0,64.0,1.4,1003.2,0.0
2024-09-23,0 days 23:16:26,25.4,90.5,115.9,0.4,1005.4,0.0
2024-09-23,0 days 23:31:26,25.3,90.5,151.9,0.2,1005.3,0.0
2024-09-23,0 days 23:46:26,25.4,90.0,166.7,0.2,1005.2,0.0
2024-09-24,0 days 00:01:26,25.1,90.5,266.1,0.3,1005.3,0.0
2024-09-24,0 days 00:16:26,24.9,91.5,260.2,0.2,1005.2,0.0
2024-09-24,0 days 00:31:26,24.9,92.0,252.4,0.2,1005.1,0.0
2024-09-24,0 days 00:46:26,25.0,92.0,235.7,0.1,1005.1,0.0
2024-09-24,0 days 01:01:26,24.9,92.0,254.4,0.8,1004.9,0.0
2024-09-24,0 days 01:16:26,24.3,92.0,239.4,0.6,1004.7,0.0
2024-09-24,0 days 01:31:26,24.3,92.5,160.7,0.2,1004.7,0.0
2024-09-24,0 days 01:46:26,24.3,92.0,250.2,0.7,1004.7,0.0
2024-09-24,0 days 02:01:26,24.6,92.0,101.3,0.2,1004.7,0.0
2024-09-24,0 days 02:16:26,24.9,92.5,147.8,2.0,1005.0,0.0
2024-09-24,0 days 02:31:26,25.0,91.5,7.1,0.4,1004.5,0.0
2024-09-24,0 days 02:46:26,24.9,91.5,340.7,0.2,1004.4,0.0
2024-09-24,0 days 03:01:26,25.0,92.0,239.1,0.1,1004.6,0.0
2024-09-24,0 days 03:16:26,25.0,92.5,59.1,0.1,1004.4,0.0
2024-09-24,0 days 03:31:57,24.9,92.5,188.4,0.1,1004.6,0.0
2024-09-24,0 days 03:46:26,24.7,93.0,186.3,0.2,1004.7,0.0
2024-09-24,0 days 04:01:26,24.7,93.0,325.3,0.3,1004.7,0.0
2024-09-24,0 days 04:16:26,24.8,93.5,312.6,0.4,1004.7,0.0
2024-09-24,0 days 04:31:26,24.8,93.0,314.0,0.4,1004.8,0.0
2024-09-24,0 days 04:46:26,24.7,93.0,339.3,0.5,1004.7,0.0
2024-09-24,0 days 05:01:26,24.7,93.0,35.0,0.7,1004.6,0.0
2024-09-24,0 days 05:16:26,24.6,92.5,41.3,0.6,1004.5,0.0
2024-09-24,0 days 05:31:26,24.4,92.5,16.7,0.3,1004.6,0.0
2024-09-24,0 days 05:46:26,24.3,92.5,44.9,0.5,1004.6,0.0
2024-09-24,0 days 06:01:26,24.3,92.5,24.9,0.3,1004.6,0.0
2024-09-24,0 days 06:16:26,24.3,92.5,355.7,0.5,1004.7,0.0
2024-09-24,0 days 06:31:26,24.3,92.0,333.2,0.4,1004.8,0.01
2024-09-24,0 days 06:46:26,24.7,90.5,9.4,0.4,1005.0,0.01
2024-09-24,0 days 07:01:26,25.7,88.0,183.0,0.3,1005.2,0.01
2024-09-24,0 days 07:16:26,26.7,83.5,128.0,0.5,1005.2,0.01
2024-09-24,0 days 07:31:26,28.0,77.5,61.3,0.5,1005.1,0.01
2024-09-24,0 days 10:46:26,34.1,58.5,257.3,0.6,1006.3,0.01
2024-09-24,0 days 11:01:26,32.6,62.5,356.6,0.8,1005.8,0.01
2024-09-24,0 days 11:16:26,31.8,62.5,56.3,0.3,1005.5,0.01
2024-09-24,0 days 11:31:26,32.4,60.5,283.2,1.2,1005.5,0.01
2024-09-24,0 days 11:46:26,33.2,59.5,341.3,0.5,1005.4,0.01
2024-09-24,0 days 12:16:26,31.8,63.0,79.4,0.8,1004.8,0.01
2024-09-24,0 days 15:01:26,31.0,67.5,94.6,0.9,1002.7,0.89
2024-09-24,0 days 15:16:26,30.7,67.0,98.6,0.5,1002.4,0.89
2024-09-24,0 days 15:31:26,30.4,68.0,96.5,1.6,1002.2,0.89
2024-09-24,0 days 15:46:26,32.2,65.0,101.1,0.5,1002.5,0.89
2024-09-24,0 days 16:01:26,32.8,60.0,77.5,1.7,1002.3,0.89
2024-09-24,0 days 16:16:26,31.8,62.5,67.0,1.5,1002.2,0.89
2024-09-24,0 days 16:31:26,32.1,63.5,53.2,1.2,1002.2,0.89
2024-09-24,0 days 16:46:26,32.0,60.0,87.1,1.7,1002.1,0.89
2024-09-24,0 days 17:01:26,31.4,65.5,95.4,0.8,1002.3,0.89
2024-09-24,0 days 17:16:26,31.0,66.5,62.5,1.3,1002.3,0.0
2024-09-24,0 days 17:31:26,30.8,68.0,98.2,1.0,1002.5,0.0
2024-09-24,0 days 17:46:26,30.4,70.0,89.2,1.2,1002.6,0.0
2024-09-24,0 days 18:01:26,30.2,71.5,89.9,1.7,1002.7,0.0
2024-09-24,0 days 18:16:26,29.6,75.0,74.8,1.0,1003.0,0.0
2024-09-24,0 days 18:31:26,29.0,78.0,80.0,0.9,1003.2,0.0
2024-09-24,0 days 18:46:26,28.5,80.5,78.5,1.2,1003.4,0.0
2024-09-25,0 days 01:16:26,24.9,93.0,221.8,0.2,1004.5,0.0
2024-09-25,0 days 01:31:26,24.8,93.0,301.3,0.2,1004.4,0.0
2024-09-25,0 days 01:46:26,24.6,93.0,310.4,0.5,1004.4,0.0
2024-09-25,0 days 02:01:26,24.5,93.5,278.3,0.6,1004.4,0.0
2024-09-25,0 days 02:16:26,24.5,93.5,252.6,0.1,1004.1,0.0
2024-09-25,0 days 02:31:26,24.5,93.5,267.3,0.4,1004.0,0.0
2024-09-25,0 days 02:46:26,24.4,93.5,136.4,0.4,1003.9,0.0
2024-09-25,0 days 03:01:26,24.5,94.0,328.0,0.3,1003.9,0.0
2024-09-25,0 days 03:16:26,24.5,94.0,151.5,0.3,1003.8,0.0
2024-09-25,0 days 03:31:26,24.4,94.0,18.4,0.4,1003.8,0.0
2024-09-25,0 days 03:46:26,24.5,94.0,9.2,0.3,1003.6,0.0
2024-09-25,0 days 04:01:26,24.5,94.0,22.9,0.2,1003.7,0.0
2024-09-25,0 days 04:16:26,24.6,94.0,330.1,0.2,1003.7,0.0
2024-09-25,0 days 04:31:26,24.6,94.0,5.5,0.3,1003.7,0.0
2024-09-25,0 days 04:46:26,24.7,94.0,181.5,0.0,1003.6,0.0
2024-09-25,0 days 05:01:26,24.6,94.0,252.4,0.2,1003.6,0.0
2024-09-25,0 days 05:16:26,24.5,94.0,25.7,0.5,1003.7,0.0
2024-09-25,0 days 05:31:26,24.6,94.0,20.1,0.5,1003.9,0.0
2024-09-25,0 days 05:46:26,24.5,94.0,54.7,0.1,1003.9,0.0
2024-09-25,0 days 06:01:26,24.4,94.0,64.0,0.2,1003.9,0.0
2024-09-25,0 days 06:16:26,24.3,94.0,82.3,0.2,1004.0,0.0
2024-09-25,0 days 06:31:26,24.4,94.5,62.8,0.4,1004.2,0.0
2024-09-25,0 days 06:46:26,24.7,94.5,328.6,0.2,1004.3,0.0
2024-09-25,0 days 07:01:26,25.1,94.0,83.5,0.0,1004.6,0.0
2024-09-25,0 days 10:46:26,34.2,56.5,228.0,0.6,1004.8,0.0
2024-09-25,0 days 11:01:26,33.7,54.5,20.0,1.1,1004.4,0.0
2024-09-25,0 days 11:16:26,33.4,59.0,79.4,0.4,1004.5,0.0
2024-09-25,0 days 11:46:26,34.6,56.0,340.4,1.0,1004.3,0.0
2024-09-25,0 days 12:16:26,34.3,53.5,54.9,1.2,1003.6,0.0
2024-09-25,0 days 12:31:26,34.2,53.0,49.4,0.2,1003.3,0.0
2024-09-25,0 days 12:46:26,35.4,48.0,75.5,1.0,1003.1,0.0
2024-09-25,0 days 13:01:26,34.8,50.0,359.1,0.9,1002.7,0.0
2024-09-25,0 days 13:16:26,35.9,48.0,177.9,0.5,1002.8,0.0
2024-09-25,0 days 13:31:26,35.6,48.0,133.0,1.8,1002.4,0.0
2024-09-25,0 days 13:46:26,36.5,49.0,127.5,1.6,1002.5,0.0
2024-09-25,0 days 14:01:26,35.3,52.5,64.4,2.5,1002.1,0.0
2024-09-25,0 days 14:16:26,35.8,50.5,113.4,0.7,1002.2,0.0
2024-09-25,0 days 14:31:26,36.6,51.0,356.5,0.2,1002.1,0.0
2024-09-25,0 days 14:46:26,36.1,52.0,79.5,1.2,1002.0,0.0
2024-09-25,0 days 15:01:26,37.0,49.5,65.3,1.9,1002.1,0.0
2024-09-25,0 days 15:16:26,33.8,60.0,34.5,1.8,1001.5,0.0
2024-09-25,0 days 15:31:26,31.8,66.0,76.7,1.1,1001.7,0.0
2024-09-25,0 days 15:46:26,31.9,63.5,61.6,1.3,1001.7,0.0
2024-09-25,0 days 16:01:26,31.4,65.5,78.9,1.5,1001.5,0.0
2024-09-25,0 days 16:16:26,30.4,67.5,359.5,2.8,1001.4,0.0
2024-09-25,0 days 16:31:26,30.2,67.5,36.2,1.8,1001.4,0.0
2024-09-25,0 days 16:46:26,30.0,67.5,347.7,0.7,1001.2,0.0
2024-09-25,0 days 17:01:28,29.3,68.0,19.7,1.2,1000.9,0.0
2024-09-25,0 days 17:16:26,29.0,70.0,73.4,1.4,1001.0,0.0
2024-09-25,0 days 17:31:26,28.7,70.5,332.4,1.1,1001.0,0.0
2024-09-25,0 days 17:46:26,28.9,70.5,43.9,0.5,1001.1,0.0
2024-09-25,0 days 18:16:26,29.2,72.5,111.1,0.7,1001.6,0.0
2024-09-26,0 days 01:31:26,24.9,93.0,230.8,0.2,1003.6,0.0
2024-09-26,0 days 01:46:26,25.1,93.5,175.4,0.1,1003.6,0.0
2024-09-26,0 days 02:01:26,25.2,93.0,229.1,0.4,1003.5,0.0
2024-09-26,0 days 02:31:26,25.3,93.0,237.2,0.2,1003.4,0.0
2024-09-26,0 days 04:01:26,24.9,90.0,266.9,0.4,1002.5,0.0
2024-09-26,0 days 04:31:26,24.8,90.0,310.3,0.8,1002.6,0.0
2024-09-26,0 days 04:46:26,24.7,89.5,335.4,0.5,1002.7,0.0
2024-09-26,0 days 05:01:26,24.6,89.0,335.1,0.7,1002.7,0.0
2024-09-26,0 days 05:16:26,24.4,89.0,259.3,0.4,1002.8,0.0
2024-09-26,0 days 05:31:26,24.1,90.0,336.2,0.1,1003.1,0.0
2024-09-26,0 days 05:46:26,24.0,90.5,250.5,0.6,1003.0,0.0
2024-09-26,0 days 06:01:26,23.9,91.5,122.9,0.8,1003.4,0.0
2024-09-26,0 days 06:16:28,24.0,92.0,124.2,0.9,1003.7,0.0
2024-09-26,0 days 06:31:26,24.2,92.0,150.8,1.0,1003.7,0.0
2024-09-26,0 days 06:46:26,24.1,92.0,145.3,0.7,1003.8,0.0
2024-09-26,0 days 07:01:26,24.3,92.0,53.7,0.2,1003.9,0.0
2024-09-26,0 days 10:46:26,32.3,62.0,346.4,1.0,1005.4,0.0
2024-09-26,0 days 11:01:26,33.5,58.0,308.5,1.5,1005.5,0.0
2024-09-26,0 days 11:16:26,33.2,59.5,68.4,0.8,1005.4,0.0
2024-09-26,0 days 11:31:26,34.0,56.0,88.5,1.2,1005.4,0.0
2024-09-26,0 days 11:46:26,33.1,58.0,353.8,0.8,1005.0,0.0
2024-09-26,0 days 12:01:26,33.5,58.5,65.7,1.7,1004.9,0.0
2024-09-26,0 days 12:16:26,33.9,56.5,91.0,0.9,1004.6,0.0
2024-09-26,0 days 12:31:26,34.8,53.0,100.1,1.1,1004.4,0.0
2024-09-26,0 days 12:46:26,33.9,55.0,345.3,0.8,1003.9,0.0
2024-09-26,0 days 13:01:28,34.6,49.5,80.6,1.6,1003.4,0.0
2024-09-26,0 days 13:16:26,34.9,53.0,56.4,1.1,1003.3,0.0
2024-09-26,0 days 13:31:26,35.1,53.0,77.2,2.0,1003.3,0.0
2024-09-26,0 days 13:46:26,35.4,52.5,44.0,0.6,1003.0,0.0
2024-09-26,0 days 14:01:26,35.5,51.0,96.1,1.6,1002.8,0.0
2024-09-26,0 days 14:16:26,34.6,55.0,68.5,1.0,1002.6,0.0
2024-09-26,0 days 14:31:26,34.9,49.5,84.9,1.6,1002.2,0.0
2024-09-26,0 days 14:46:26,34.7,50.5,73.4,1.6,1002.2,0.0
2024-09-26,0 days 15:01:26,34.7,54.0,30.1,0.4,1002.5,0.0
2024-09-26,0 days 15:16:26,34.9,54.0,95.8,1.4,1002.5,0.0
2024-09-26,0 days 15:31:26,35.1,54.0,64.4,1.4,1002.4,0.0
2024-09-26,0 days 15:46:26,34.4,55.0,40.7,0.8,1002.2,0.0
2024-09-26,0 days 16:01:26,33.9,57.0,74.0,1.0,1002.0,0.0
2024-09-26,0 days 16:16:26,33.6,57.5,85.5,1.9,1001.7,0.0
2024-09-26,0 days 16:31:26,33.3,59.0,37.3,0.7,1001.9,0.0
2024-09-26,0 days 16:46:26,32.9,60.5,48.8,0.7,1002.0,0.0
2024-09-26,0 days 17:01:26,31.7,66.0,84.2,2.1,1002.2,0.0
2024-09-26,0 days 17:16:26,31.1,66.0,73.6,1.1,1002.2,0.0
2024-09-26,0 days 17:31:26,30.8,67.5,93.7,0.7,1002.6,0.0
2024-09-26,0 days 17:46:26,30.5,68.0,81.5,1.9,1002.7,0.0
2024-09-26,0 days 18:01:26,30.1,69.0,82.6,1.3,1002.9,0.0
2024-09-26,0 days 18:16:26,29.5,73.0,143.1,1.9,1003.3,0.0
2024-09-26,0 days 18:31:26,28.9,76.5,135.8,2.9,1003.6,0.0
2024-09-27,0 days 02:16:26,24.8,88.5,189.6,0.5,1004.2,0.0
2024-09-27,0 days 02:31:26,24.7,89.5,99.3,0.3,1004.3,0.0
2024-09-27,0 days 02:46:26,24.8,89.5,336.6,0.2,1004.2,0.0
2024-09-27,0 days 03:01:26,24.9,88.5,138.1,0.1,1004.2,0.0
2024-09-27,0 days 03:16:26,24.9,87.5,239.2,0.4,1003.9,0.0
2024-09-27,0 days 03:31:26,24.7,88.0,250.7,0.4,1003.9,0.0
2024-09-27,0 days 03:46:26,24.6,89.0,151.9,0.4,1003.8,0.0
2024-09-27,0 days 04:01:26,24.6,89.5,147.6,0.6,1004.0,0.0
2024-09-27,0 days 04:16:28,24.5,89.5,164.6,0.4,1003.9,0.0
2024-09-27,0 days 04:31:26,24.6,89.5,145.4,0.7,1004.0,0.0
2024-09-27,0 days 04:46:26,24.6,89.0,128.4,0.4,1003.9,0.0
2024-09-27,0 days 05:01:26,24.6,89.5,150.1,0.8,1004.1,0.0
2024-09-27,0 days 05:16:26,24.7,89.5,137.2,0.1,1004.4,0.0
2024-09-27,0 days 05:31:26,24.8,89.5,132.5,0.2,1004.6,0.0
2024-09-27,0 days 05:46:26,24.6,90.0,32.3,0.4,1004.7,0.0
2024-09-27,0 days 06:01:26,24.7,90.0,149.7,0.7,1005.0,0.0
2024-09-27,0 days 06:16:26,24.7,90.5,146.7,0.9,1004.9,0.0
2024-09-27,0 days 06:31:26,24.8,90.0,311.6,0.0,1005.1,0.0
2024-09-27,0 days 06:46:26,24.9,89.5,242.9,0.2,1005.2,0.0
2024-09-27,0 days 11:16:26,31.3,65.0,258.6,0.4,1006.3,0.0
2024-09-27,0 days 11:31:26,32.0,62.0,87.7,1.6,1006.3,0.0
2024-09-27,0 days 11:46:26,32.2,58.0,78.6,1.4,1005.9,0.0
2024-09-27,0 days 12:01:26,32.3,55.0,61.7,1.3,1005.4,0.0
2024-09-27,0 days 12:16:26,32.7,53.0,83.8,1.4,1005.2,0.0
2024-09-27,0 days 12:31:26,33.8,50.0,49.1,1.4,1005.0,0.0
2024-09-27,0 days 12:46:26,32.7,55.0,26.9,0.8,1004.6,0.0
2024-09-27,0 days 13:01:26,33.0,53.0,48.4,0.8,1004.2,0.0
2024-09-27,0 days 13:16:26,33.6,53.0,92.1,2.0,1004.2,0.0
2024-09-27,0 days 13:31:26,33.6,52.5,11.5,1.0,1004.0,0.0
2024-09-27,0 days 13:46:26,33.6,53.0,345.6,1.6,1003.6,0.0
2024-09-27,0 days 14:01:26,33.3,53.5,69.1,2.2,1003.3,0.0
2024-09-27,0 days 14:16:26,33.6,54.0,83.5,0.6,1003.4,0.0
2024-09-27,0 days 14:31:26,33.0,53.5,77.0,1.5,1003.2,0.0
2024-09-27,0 days 14:46:26,33.0,52.5,93.7,0.6,1003.0,0.0
2024-09-27,0 days 15:01:26,34.0,50.5,93.5,1.2,1003.2,0.0
2024-09-27,0 days 15:16:26,33.7,53.0,86.5,1.9,1003.1,0.0
2024-09-27,0 days 15:31:26,32.7,53.0,88.4,1.6,1002.9,0.0
2024-09-27,0 days 15:46:26,31.5,60.5,74.3,2.4,1003.0,0.0
2024-09-27,0 days 16:01:26,31.1,61.0,72.1,2.8,1003.0,0.0
2024-09-27,0 days 16:16:26,30.7,64.5,70.1,2.3,1003.2,0.0
2024-09-27,0 days 16:31:26,30.3,65.5,110.5,2.6,1003.2,0.0
2024-09-27,0 days 16:46:26,30.0,65.5,80.3,1.4,1003.1,0.0
2024-09-27,0 days 17:01:26,29.8,66.0,100.4,1.4,1003.2,0.0
2024-09-27,0 days 17:16:26,29.5,67.0,102.3,1.2,1003.4,0.0
2024-09-27,0 days 17:31:26,29.4,68.0,54.6,1.8,1003.5,0.0
2024-09-27,0 days 21:01:26,24.7,88.0,193.2,0.2,1006.4,0.0
2024-09-27,0 days 21:16:26,24.6,88.5,253.3,0.3,1006.6,0.0
2024-09-27,0 days 21:31:26,24.6,88.5,231.0,0.2,1006.8,0.0
2024-09-27,0 days 21:46:26,24.6,89.0,282.2,0.3,1007.0,0.0
2024-09-27,0 days 22:01:26,24.6,89.5,226.7,0.2,1007.2,0.0
2024-09-27,0 days 22:16:26,24.5,89.5,131.9,0.2,1007.2,0.0
2024-09-27,0 days 22:31:28,24.5,89.5,234.7,0.5,1007.2,0.0
2024-09-27,0 days 22:46:26,24.5,89.5,10.1,0.3,1007.2,0.0
2024-09-27,0 days 23:01:26,24.4,89.5,154.0,1.4,1007.2,0.0
2024-09-27,0 days 23:16:26,24.3,90.0,173.5,1.0,1007.3,0.0
2024-09-27,0 days 23:31:26,24.2,90.0,164.0,1.2,1007.1,0.0
2024-09-27,0 days 23:46:26,24.1,90.0,161.4,0.9,1006.9,0.0
2024-09-28,0 days 00:01:28,24.1,90.0,188.4,0.7,1006.9,0.0
2024-09-28,0 days 00:16:26,24.2,90.0,104.4,0.2,1006.8,0.0
2024-09-28,0 days 00:31:26,24.1,89.5,132.2,0.9,1006.8,0.0
2024-09-28,0 days 00:46:26,24.1,89.0,161.4,0.4,1006.7,0.0
2024-09-28,0 days 01:01:26,24.2,89.0,141.5,0.8,1006.8,0.0
2024-09-28,0 days 01:16:26,24.1,89.5,157.6,0.8,1006.8,0.0
2024-09-28,0 days 01:31:26,24.1,89.5,194.6,1.3,1006.8,0.0
2024-09-28,0 days 01:46:26,24.1,89.5,143.9,1.5,1006.6,0.0
2024-09-28,0 days 02:01:26,24.1,89.0,183.1,1.1,1006.4,0.0
2024-09-28,0 days 02:16:26,24.1,89.5,91.1,0.3,1006.2,0.0
2024-09-28,0 days 02:31:26,24.1,90.0,331.9,0.4,1006.2,0.0
2024-09-28,0 days 02:46:26,23.9,90.5,283.3,0.4,1006.2,0.0
2024-09-28,0 days 03:01:26,23.8,91.0,263.3,0.4,1006.0,0.0
2024-09-28,0 days 03:16:26,23.8,91.0,290.6,0.5,1005.9,0.0
2024-09-28,0 days 03:31:26,23.8,91.5,284.0,0.8,1005.8,0.0
2024-09-28,0 days 03:46:26,23.8,91.5,316.0,0.3,1005.8,0.0
2024-09-28,0 days 04:01:26,24.0,91.5,95.2,0.5,1006.0,0.0
2024-09-28,0 days 04:16:26,23.9,91.5,268.5,1.0,1006.0,0.0
2024-09-28,0 days 04:31:26,23.9,91.5,79.9,0.4,1006.2,0.0
2024-09-28,0 days 04:46:26,23.9,91.5,100.4,0.7,1006.2,0.0
2024-09-28,0 days 05:01:26,23.9,92.0,343.4,0.3,1006.4,0.0
2024-09-28,0 days 05:16:26,23.9,92.0,324.5,0.2,1006.5,0.0
2024-09-28,0 days 05:31:26,23.9,92.0,27.3,0.1,1006.7,0.0
2024-09-28,0 days 05:46:26,23.9,92.0,60.7,0.2,1006.6,0.0
2024-09-28,0 days 06:01:26,24.0,92.0,286.6,0.5,1006.7,0.0
2024-09-28,0 days 06:16:26,24.0,92.0,184.7,0.5,1006.9,0.0
2024-09-28,0 days 06:31:26,24.0,92.0,101.2,0.7,1007.1,0.0
2024-09-28,0 days 06:46:26,24.1,92.0,140.0,0.4,1007.2,0.0
2024-09-28,0 days 07:01:26,24.3,92.0,145.8,1.3,1007.4,0.0
2024-09-28,0 days 07:16:26,24.6,91.5,138.5,0.9,1007.6,0.0
2024-09-28,0 days 07:31:26,25.1,90.0,111.0,0.3,1007.7,0.0
2024-09-28,0 days 12:16:26,33.8,51.0,33.9,0.6,1007.3,0.0
2024-09-28,0 days 12:31:26,33.8,50.0,69.8,1.2,1007.1,0.0
2024-09-28,0 days 12:46:26,33.8,52.0,93.4,0.8,1007.1,0.0
2024-09-28,0 days 13:01:26,33.4,51.5,66.5,0.6,1006.8,0.0
2024-09-28,0 days 13:16:26,34.0,49.5,90.0,1.2,1006.7,0.0
